code;studierichting;titel;graad;domein;finaliteit;stage_weken;label;categorie;type;subvak;optie;uren
6BIN;binnenschrijnwerk-en-interieur;Binnenschrijnwerk en interieur;3de graad;stem;arbeidsmarkt;4;Godsdienst / Zedenleer;basisvorming;vak;ONWAAR;ONWAAR;2
6BIN;binnenschrijnwerk-en-interieur;Binnenschrijnwerk en interieur;3de graad;stem;arbeidsmarkt;4;PAV;basisvorming;vak;ONWAAR;ONWAAR;4
6BIN;binnenschrijnwerk-en-interieur;Binnenschrijnwerk en interieur;3de graad;stem;arbeidsmarkt;4;STEM (*);basisvorming;vak;ONWAAR;ONWAAR;
6BIN;binnenschrijnwerk-en-interieur;Binnenschrijnwerk en interieur;3de graad;stem;arbeidsmarkt;4;MTC (**);basisvorming;vak;ONWAAR;ONWAAR;
6BIN;binnenschrijnwerk-en-interieur;Binnenschrijnwerk en interieur;3de graad;stem;arbeidsmarkt;4;Nederlands;basisvorming;vak;ONWAAR;ONWAAR;1
6BIN;binnenschrijnwerk-en-interieur;Binnenschrijnwerk en interieur;3de graad;stem;arbeidsmarkt;4;Frans;basisvorming;vak;ONWAAR;ONWAAR;2
6BIN;binnenschrijnwerk-en-interieur;Binnenschrijnwerk en interieur;3de graad;stem;arbeidsmarkt;4;Lichamelijke opvoeding;basisvorming;vak;ONWAAR;ONWAAR;2
6BIN;binnenschrijnwerk-en-interieur;Binnenschrijnwerk en interieur;3de graad;stem;arbeidsmarkt;4;Binnenschrijnwerk en interieur;specifiek gedeelte;vak;ONWAAR;ONWAAR;18
6BIN;binnenschrijnwerk-en-interieur;Binnenschrijnwerk en interieur;3de graad;stem;arbeidsmarkt;4;Lestijden per week;totaal;vak;ONWAAR;ONWAAR;33
5CO;commerciële-organisatie;Commerciële Organisatie;3de graad;economie en organisatie;Doorstroom;2;Godsdienst / Zedenleer;basisvorming;vak;ONWAAR;WAAR;2
5CO;commerciële-organisatie;Commerciële Organisatie;3de graad;economie en organisatie;Doorstroom;2;Aardrijkskunde;basisvorming;vak;ONWAAR;ONWAAR;1
5CO;commerciële-organisatie;Commerciële Organisatie;3de graad;economie en organisatie;Doorstroom;2;Engels;basisvorming;vak;ONWAAR;ONWAAR;2
5CO;commerciële-organisatie;Commerciële Organisatie;3de graad;economie en organisatie;Doorstroom;2;Frans;basisvorming;vak;ONWAAR;ONWAAR;2
5CO;commerciële-organisatie;Commerciële Organisatie;3de graad;economie en organisatie;Doorstroom;2;Geschiedenis;basisvorming;vak;ONWAAR;ONWAAR;1
5CO;commerciële-organisatie;Commerciële Organisatie;3de graad;economie en organisatie;Doorstroom;2;Nederlands;basisvorming;vak;ONWAAR;ONWAAR;3
5CO;commerciële-organisatie;Commerciële Organisatie;3de graad;economie en organisatie;Doorstroom;2;Wiskunde;basisvorming;vak;ONWAAR;ONWAAR;2
5CO;commerciële-organisatie;Commerciële Organisatie;3de graad;economie en organisatie;Doorstroom;2;Burgerschap;basisvorming;vak;ONWAAR;ONWAAR;1
5CO;commerciële-organisatie;Commerciële Organisatie;3de graad;economie en organisatie;Doorstroom;2;Economische Wetenschappen;basisvorming;vak;ONWAAR;ONWAAR;1
5CO;commerciële-organisatie;Commerciële Organisatie;3de graad;economie en organisatie;Doorstroom;2;Bedrijfsorganisatie (15u);specifiek gedeelte;vak;ONWAAR;ONWAAR;0
5CO;commerciële-organisatie;Commerciële Organisatie;3de graad;economie en organisatie;Doorstroom;2;Engels (wisseluur);specifiek gedeelte;vak;ONWAAR;ONWAAR;0,5
5CO;commerciële-organisatie;Commerciële Organisatie;3de graad;economie en organisatie;Doorstroom;2;Frans (wisseluur);specifiek gedeelte;vak;ONWAAR;ONWAAR;0,5
5CO;commerciële-organisatie;Commerciële Organisatie;3de graad;economie en organisatie;Doorstroom;2;Financiële algebra (wiskunde);specifiek gedeelte;vak;ONWAAR;ONWAAR;1
5CO;commerciële-organisatie;Commerciële Organisatie;3de graad;economie en organisatie;Doorstroom;2;Economie (algemeen);specifiek gedeelte;vak;ONWAAR;ONWAAR;2
5CO;commerciële-organisatie;Commerciële Organisatie;3de graad;economie en organisatie;Doorstroom;2;Bedrijfswetenschappen incl. mini-onderneming;specifiek gedeelte;vak;ONWAAR;ONWAAR;4
5CO;commerciële-organisatie;Commerciële Organisatie;3de graad;economie en organisatie;Doorstroom;2;Toegepaste economie/toegepaste informatica incl. mini-onderneming;specifiek gedeelte;vak;ONWAAR;ONWAAR;8
5CO;commerciële-organisatie;Commerciële Organisatie;3de graad;economie en organisatie;Doorstroom;2;Lestijden per week;totaal;vak;ONWAAR;ONWAAR;32
3ELEK;elektriciteit;Elektriciteit;2de graad;stem;arbeidsmarkt;;Godsdienst / Zedenleer;basisvorming;vak;ONWAAR;ONWAAR;2
3ELEK;elektriciteit;Elektriciteit;2de graad;stem;arbeidsmarkt;;PAV;basisvorming;vak;ONWAAR;ONWAAR;7
3ELEK;elektriciteit;Elektriciteit;2de graad;stem;arbeidsmarkt;;STEM (*);basisvorming;vak;ONWAAR;ONWAAR;
3ELEK;elektriciteit;Elektriciteit;2de graad;stem;arbeidsmarkt;;MTC (**);basisvorming;vak;ONWAAR;ONWAAR;
3ELEK;elektriciteit;Elektriciteit;2de graad;stem;arbeidsmarkt;;Nederlands;basisvorming;vak;ONWAAR;ONWAAR;2
3ELEK;elektriciteit;Elektriciteit;2de graad;stem;arbeidsmarkt;;Frans (MVT);basisvorming;vak;ONWAAR;ONWAAR;2
3ELEK;elektriciteit;Elektriciteit;2de graad;stem;arbeidsmarkt;;Lichamelijke opvoeding;basisvorming;vak;ONWAAR;ONWAAR;2
3ELEK;elektriciteit;Elektriciteit;2de graad;stem;arbeidsmarkt;;STEM Elektriciteit;specifiek gedeelte;vak;ONWAAR;ONWAAR;
3ELEK;elektriciteit;Elektriciteit;2de graad;stem;arbeidsmarkt;;* Basis;specifiek gedeelte;vak;WAAR;ONWAAR;8
3ELEK;elektriciteit;Elektriciteit;2de graad;stem;arbeidsmarkt;;* Auto;specifiek gedeelte;vak;WAAR;ONWAAR;5
3ELEK;elektriciteit;Elektriciteit;2de graad;stem;arbeidsmarkt;;* Elektriciteit;specifiek gedeelte;vak;WAAR;ONWAAR;6
3ELEK;elektriciteit;Elektriciteit;2de graad;stem;arbeidsmarkt;;Lestijden per week;totaal;vak;ONWAAR;ONWAAR;34
4ELEK;elektriciteit;Elektriciteit;2de graad;stem;arbeidsmarkt;;Godsdienst / Zedenleer;basisvorming;vak;ONWAAR;ONWAAR;2
4ELEK;elektriciteit;Elektriciteit;2de graad;stem;arbeidsmarkt;;PAV;basisvorming;vak;ONWAAR;ONWAAR;7
4ELEK;elektriciteit;Elektriciteit;2de graad;stem;arbeidsmarkt;;STEM (*);basisvorming;vak;ONWAAR;ONWAAR;
4ELEK;elektriciteit;Elektriciteit;2de graad;stem;arbeidsmarkt;;MTC (**);basisvorming;vak;ONWAAR;ONWAAR;
4ELEK;elektriciteit;Elektriciteit;2de graad;stem;arbeidsmarkt;;Nederlands;basisvorming;vak;ONWAAR;ONWAAR;2
4ELEK;elektriciteit;Elektriciteit;2de graad;stem;arbeidsmarkt;;Frans (MVT);basisvorming;vak;ONWAAR;ONWAAR;2
4ELEK;elektriciteit;Elektriciteit;2de graad;stem;arbeidsmarkt;;Lichamelijke opvoeding;basisvorming;vak;ONWAAR;ONWAAR;2
4ELEK;elektriciteit;Elektriciteit;2de graad;stem;arbeidsmarkt;;STEM Elektriciteit;specifiek gedeelte;vak;ONWAAR;ONWAAR;
4ELEK;elektriciteit;Elektriciteit;2de graad;stem;arbeidsmarkt;;* Basis;specifiek gedeelte;vak;WAAR;ONWAAR;8
4ELEK;elektriciteit;Elektriciteit;2de graad;stem;arbeidsmarkt;;* Auto;specifiek gedeelte;vak;WAAR;ONWAAR;5
4ELEK;elektriciteit;Elektriciteit;2de graad;stem;arbeidsmarkt;;* Elektriciteit;specifiek gedeelte;vak;WAAR;ONWAAR;6
4ELEK;elektriciteit;Elektriciteit;2de graad;stem;arbeidsmarkt;;Lestijden per week;totaal;vak;ONWAAR;ONWAAR;34
5ELINS;elektrische-installaties;Elektrische installaties;3de graad;stem;arbeidsmarkt;4;Godsdienst / Zedenleer;basisvorming;vak;ONWAAR;ONWAAR;2
5ELINS;elektrische-installaties;Elektrische installaties;3de graad;stem;arbeidsmarkt;4;Project Algemene Vakken;basisvorming;vak;ONWAAR;ONWAAR;4
5ELINS;elektrische-installaties;Elektrische installaties;3de graad;stem;arbeidsmarkt;4;STEM (*);basisvorming;vak;ONWAAR;ONWAAR;
5ELINS;elektrische-installaties;Elektrische installaties;3de graad;stem;arbeidsmarkt;4;MTC (**);basisvorming;vak;ONWAAR;ONWAAR;
5ELINS;elektrische-installaties;Elektrische installaties;3de graad;stem;arbeidsmarkt;4;Nederlands;basisvorming;vak;ONWAAR;ONWAAR;1
5ELINS;elektrische-installaties;Elektrische installaties;3de graad;stem;arbeidsmarkt;4;Frans;basisvorming;vak;ONWAAR;ONWAAR;2
5ELINS;elektrische-installaties;Elektrische installaties;3de graad;stem;arbeidsmarkt;4;Lichamelijke opvoeding;basisvorming;vak;ONWAAR;ONWAAR;2
5ELINS;elektrische-installaties;Elektrische installaties;3de graad;stem;arbeidsmarkt;4;Elektrische installaties;specifiek gedeelte;vak;ONWAAR;ONWAAR;18
5ELINS;elektrische-installaties;Elektrische installaties;3de graad;stem;arbeidsmarkt;4;Lestijden per week;totaal;vak;ONWAAR;ONWAAR;33
6ELINS;elektrische-installaties;Elektrische installaties;3de graad;stem;arbeidsmarkt;4;Godsdienst / Zedenleer;basisvorming;vak;ONWAAR;ONWAAR;2
6ELINS;elektrische-installaties;Elektrische installaties;3de graad;stem;arbeidsmarkt;4;Project Algemene Vakken;basisvorming;vak;ONWAAR;ONWAAR;4
6ELINS;elektrische-installaties;Elektrische installaties;3de graad;stem;arbeidsmarkt;4;STEM (*);basisvorming;vak;ONWAAR;ONWAAR;
6ELINS;elektrische-installaties;Elektrische installaties;3de graad;stem;arbeidsmarkt;4;MTC (**);basisvorming;vak;ONWAAR;ONWAAR;
6ELINS;elektrische-installaties;Elektrische installaties;3de graad;stem;arbeidsmarkt;4;Nederlands;basisvorming;vak;ONWAAR;ONWAAR;1
6ELINS;elektrische-installaties;Elektrische installaties;3de graad;stem;arbeidsmarkt;4;Frans;basisvorming;vak;ONWAAR;ONWAAR;2
6ELINS;elektrische-installaties;Elektrische installaties;3de graad;stem;arbeidsmarkt;4;Lichamelijke opvoeding;basisvorming;vak;ONWAAR;ONWAAR;2
6ELINS;elektrische-installaties;Elektrische installaties;3de graad;stem;arbeidsmarkt;4;Elektrische installaties;specifiek gedeelte;vak;ONWAAR;ONWAAR;18
6ELINS;elektrische-installaties;Elektrische installaties;3de graad;stem;arbeidsmarkt;4;Lestijden per week;totaal;vak;ONWAAR;ONWAAR;33
5EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;Godsdienst / Zedenleer;basisvorming;vak;ONWAAR;ONWAAR;2
5EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;Aardrijkskunde;basisvorming;vak;ONWAAR;ONWAAR;1
5EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;Engels;basisvorming;vak;ONWAAR;ONWAAR;2
5EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;Frans;basisvorming;vak;ONWAAR;ONWAAR;2
5EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;Geschiedenis;basisvorming;vak;ONWAAR;ONWAAR;1
5EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;Lichamelijke opvoeding;basisvorming;vak;ONWAAR;ONWAAR;2
5EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;Natuurwetenschappen;basisvorming;vak;ONWAAR;ONWAAR;1
5EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;Nederlands;basisvorming;vak;ONWAAR;ONWAAR;3
5EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;Wiskunde;basisvorming;vak;ONWAAR;ONWAAR;3
5EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;Burgerschap;basisvorming;vak;ONWAAR;ONWAAR;
5EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;Artistieke expressie;basisvorming;vak;ONWAAR;ONWAAR;
5EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;Economie;basisvorming;vak;ONWAAR;ONWAAR;1
5EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;Specifiek gedeelte;specifiek gedeelte;header;ONWAAR;ONWAAR;
5EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;- Wiskunde;specifiek gedeelte;vak;WAAR;ONWAAR;1
5EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;- Mechanica;specifiek gedeelte;vak;WAAR;ONWAAR;2
5EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;- Elektriciteit;specifiek gedeelte;vak;WAAR;ONWAAR;2
5EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;- STEM Engineering;specifiek gedeelte;vak;WAAR;ONWAAR;1
5EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;STEM;specifiek gedeelte;vak;ONWAAR;ONWAAR;
5EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;- Elektromechanische technieken;specifiek gedeelte;vak;WAAR;ONWAAR;7
5EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;Lestijden per week;totaal;vak;ONWAAR;ONWAAR;31
6EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;Godsdienst / Zedenleer;basisvorming;vak;ONWAAR;ONWAAR;2
6EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;Aardrijkskunde;basisvorming;vak;ONWAAR;ONWAAR;1
6EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;Engels;basisvorming;vak;ONWAAR;ONWAAR;2
6EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;Frans;basisvorming;vak;ONWAAR;ONWAAR;2
6EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;Geschiedenis;basisvorming;vak;ONWAAR;ONWAAR;1
6EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;Lichamelijke opvoeding;basisvorming;vak;ONWAAR;ONWAAR;2
6EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;Natuurwetenschappen;basisvorming;vak;ONWAAR;ONWAAR;1
6EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;Nederlands;basisvorming;vak;ONWAAR;ONWAAR;3
6EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;Wiskunde;basisvorming;vak;ONWAAR;ONWAAR;2
6EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;Burgerschap;basisvorming;vak;ONWAAR;ONWAAR;
6EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;Artistieke expressie;basisvorming;vak;ONWAAR;ONWAAR;
6EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;Economie;basisvorming;vak;ONWAAR;ONWAAR;1
6EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;Specifiek gedeelte;specifiek gedeelte;header;ONWAAR;ONWAAR;
6EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;- Wiskunde;specifiek gedeelte;vak;WAAR;ONWAAR;1
6EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;- Mechanica;specifiek gedeelte;vak;WAAR;ONWAAR;2
6EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;- Elektriciteit;specifiek gedeelte;vak;WAAR;ONWAAR;2
6EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;- STEM Engineering;specifiek gedeelte;vak;WAAR;ONWAAR;1
6EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;STEM;specifiek gedeelte;vak;ONWAAR;ONWAAR;
6EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;- Elektromechanische technieken;specifiek gedeelte;vak;WAAR;ONWAAR;7
6EMT;elektromechanische-technieken;Elektromechanische technieken;3de graad;stem;dubbele finaliteit;2;Lestijden per week;totaal;vak;ONWAAR;ONWAAR;31
3GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;Godsdienst en zedenleer;basisvorming;vak;ONWAAR;ONWAAR;2
3GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;Aardrijkskunde;basisvorming;vak;ONWAAR;ONWAAR;1
3GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;Engels;basisvorming;vak;ONWAAR;ONWAAR;2
3GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;Frans;basisvorming;vak;ONWAAR;ONWAAR;2
3GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;Geschiedenis;basisvorming;vak;ONWAAR;ONWAAR;1
3GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;Nederlands;basisvorming;vak;ONWAAR;ONWAAR;3
3GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;Wiskunde;basisvorming;vak;ONWAAR;ONWAAR;3
3GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;Lichamelijke opvoeding;basisvorming;vak;ONWAAR;ONWAAR;2
3GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;Burgerschap;basisvorming;vak;ONWAAR;ONWAAR;1
3GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;Toegepaste informatica;basisvorming;vak;ONWAAR;ONWAAR;1
3GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;Natuurwetenschappen;basisvorming;vak;ONWAAR;ONWAAR;1
3GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;Artistieke expressie;basisvorming;vak;ONWAAR;ONWAAR;1
3GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;STEM;specifiek gedeelte;vak;ONWAAR;ONWAAR;11
3GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;- Wiskunde;specifiek gedeelte;vak;WAAR;ONWAAR;1
3GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;- Stem-engineering;specifiek gedeelte;vak;WAAR;ONWAAR;1
3GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;- Kunstbeschouwing;specifiek gedeelte;vak;WAAR;ONWAAR;1
3GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;- Grafische technieken;specifiek gedeelte;vak;ONWAAR;ONWAAR;
3GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;Lestijden per week;totaal;vak;ONWAAR;ONWAAR;32
4GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;Godsdienst en zedenleer;basisvorming;vak;ONWAAR;ONWAAR;2
4GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;Aardrijkskunde;basisvorming;vak;ONWAAR;ONWAAR;1
4GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;Engels;basisvorming;vak;ONWAAR;ONWAAR;2
4GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;Frans;basisvorming;vak;ONWAAR;ONWAAR;2
4GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;Geschiedenis;basisvorming;vak;ONWAAR;ONWAAR;1
4GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;Nederlands;basisvorming;vak;ONWAAR;ONWAAR;3
4GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;Wiskunde;basisvorming;vak;ONWAAR;ONWAAR;4
4GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;Lichamelijke opvoeding;basisvorming;vak;ONWAAR;ONWAAR;2
4GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;Burgerschap;basisvorming;vak;ONWAAR;ONWAAR;1
4GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;Toegepaste informatica;basisvorming;vak;ONWAAR;ONWAAR;1
4GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;Natuurwetenschappen;basisvorming;vak;ONWAAR;ONWAAR;1
4GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;Artistieke expressie;basisvorming;vak;ONWAAR;ONWAAR;1
4GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;STEM;specifiek gedeelte;vak;ONWAAR;ONWAAR;12
4GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;- Wiskunde;specifiek gedeelte;vak;WAAR;ONWAAR;1
4GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;- Stem-engineering;specifiek gedeelte;vak;WAAR;ONWAAR;1
4GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;- Kunstbeschouwing;specifiek gedeelte;vak;WAAR;ONWAAR;1
4GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;- Grafische technieken;specifiek gedeelte;vak;ONWAAR;ONWAAR;
4GRATECH;grafische-technieken;Grafische technieken;2de graad;stem;dubbele finaliteit;;Lestijden per week;totaal;vak;ONWAAR;ONWAAR;32
5GRAFI;grafische-technieken;Grafische technieken;3de graad;stem;dubbele finaliteit;2;GGodsdienst / Zedenleer;basisvorming;vak;ONWAAR;ONWAAR;2
5GRAFI;grafische-technieken;Grafische technieken;3de graad;stem;dubbele finaliteit;2;Aardrijkskunde;basisvorming;vak;ONWAAR;ONWAAR;1
5GRAFI;grafische-technieken;Grafische technieken;3de graad;stem;dubbele finaliteit;2;Engels;basisvorming;vak;ONWAAR;ONWAAR;2
5GRAFI;grafische-technieken;Grafische technieken;3de graad;stem;dubbele finaliteit;2;Frans;basisvorming;vak;ONWAAR;ONWAAR;2
5GRAFI;grafische-technieken;Grafische technieken;3de graad;stem;dubbele finaliteit;2;Geschiedenis;basisvorming;vak;ONWAAR;ONWAAR;1
5GRAFI;grafische-technieken;Grafische technieken;3de graad;stem;dubbele finaliteit;2;Lichamelijke opvoeding;basisvorming;vak;ONWAAR;ONWAAR;2
5GRAFI;grafische-technieken;Grafische technieken;3de graad;stem;dubbele finaliteit;2;Natuurwetenschappen;basisvorming;vak;ONWAAR;ONWAAR;1
5GRAFI;grafische-technieken;Grafische technieken;3de graad;stem;dubbele finaliteit;2;Nederlands;basisvorming;vak;ONWAAR;ONWAAR;3
5GRAFI;grafische-technieken;Grafische technieken;3de graad;stem;dubbele finaliteit;2;Wiskunde;basisvorming;vak;ONWAAR;ONWAAR;3
5GRAFI;grafische-technieken;Grafische technieken;3de graad;stem;dubbele finaliteit;2;Burgerschap;basisvorming;vak;ONWAAR;ONWAAR;
5GRAFI;grafische-technieken;Grafische technieken;3de graad;stem;dubbele finaliteit;2;Artistieke expressie;basisvorming;vak;ONWAAR;ONWAAR;
5GRAFI;grafische-technieken;Grafische technieken;3de graad;stem;dubbele finaliteit;2;Economie;basisvorming;vak;ONWAAR;ONWAAR;1
5GRAFI;grafische-technieken;Grafische technieken;3de graad;stem;dubbele finaliteit;2;Specifiek gedeelte;specifiek gedeelte;header;ONWAAR;ONWAAR;
5GRAFI;grafische-technieken;Grafische technieken;3de graad;stem;dubbele finaliteit;2;- Wiskunde;specifiek gedeelte;vak;WAAR;ONWAAR;1
5GRAFI;grafische-technieken;Grafische technieken;3de graad;stem;dubbele finaliteit;2;- Kunstbeschouwing;specifiek gedeelte;vak;WAAR;ONWAAR;1
5GRAFI;grafische-technieken;Grafische technieken;3de graad;stem;dubbele finaliteit;2;STEM;specifiek gedeelte;vak;ONWAAR;ONWAAR;
5GRAFI;grafische-technieken;Grafische technieken;3de graad;stem;dubbele finaliteit;2;- Grafische technieken;specifiek gedeelte;vak;WAAR;ONWAAR;11
5GRAFI;grafische-technieken;Grafische technieken;3de graad;stem;dubbele finaliteit;2;- Vrije ruimte;specifiek gedeelte;vak;ONWAAR;ONWAAR;
5GRAFI;grafische-technieken;Grafische technieken;3de graad;stem;dubbele finaliteit;2;Lestijden per week;totaal;vak;ONWAAR;ONWAAR;31
6GRAFI;grafische-technieken;Grafische technieken;3de graad;stem;dubbele finaliteit;2;GGodsdienst / Zedenleer;basisvorming;vak;ONWAAR;ONWAAR;2
6GRAFI;grafische-technieken;Grafische technieken;3de graad;stem;dubbele finaliteit;2;Aardrijkskunde;basisvorming;vak;ONWAAR;ONWAAR;1
6GRAFI;grafische-technieken;Grafische technieken;3de graad;stem;dubbele finaliteit;2;Engels;basisvorming;vak;ONWAAR;ONWAAR;2
6GRAFI;grafische-technieken;Grafische technieken;3de graad;stem;dubbele finaliteit;2;Frans;basisvorming;vak;ONWAAR;ONWAAR;2
6GRAFI;grafische-technieken;Grafische technieken;3de graad;stem;dubbele finaliteit;2;Geschiedenis;basisvorming;vak;ONWAAR;ONWAAR;1
6GRAFI;grafische-technieken;Grafische technieken;3de graad;stem;dubbele finaliteit;2;Lichamelijke opvoeding;basisvorming;vak;ONWAAR;ONWAAR;2
6GRAFI;grafische-technieken;Grafische technieken;3de graad;stem;dubbele finaliteit;2;Natuurwetenschappen;basisvorming;vak;ONWAAR;ONWAAR;1
6GRAFI;grafische-technieken;Grafische technieken;3de graad;stem;dubbele finaliteit;2;Nederlands;basisvorming;vak;ONWAAR;ONWAAR;3
6GRAFI;grafische-technieken;Grafische technieken;3de graad;stem;dubbele finaliteit;2;Wiskunde;basisvorming;vak;ONWAAR;ONWAAR;2
6GRAFI;grafische-technieken;Grafische technieken;3de graad;stem;dubbele finaliteit;2;Burgerschap;basisvorming;vak;ONWAAR;ONWAAR;1
6GRAFI;grafische-technieken;Grafische technieken;3de graad;stem;dubbele finaliteit;2;Artistieke expressie;basisvorming;vak;ONWAAR;ONWAAR;1
6GRAFI;grafische-technieken;Grafische technieken;3de graad;stem;dubbele finaliteit;2;Economie;basisvorming;vak;ONWAAR;ONWAAR;1
6GRAFI;grafische-technieken;Grafische technieken;3de graad;stem;dubbele finaliteit;2;Specifiek gedeelte;specifiek gedeelte;header;ONWAAR;ONWAAR;
6GRAFI;grafische-technieken;Grafische technieken;3de graad;stem;dubbele finaliteit;2;- Wiskunde;specifiek gedeelte;vak;WAAR;ONWAAR;1
